iter	Logloss
0	0.5416631338
1	0.4342537315
2	0.3402513862
3	0.2811420752
4	0.228092634
5	0.1921408532
6	0.1644025115
7	0.1425135878
8	0.12617205
9	0.1133675456
10	0.1035466048
11	0.0958543275
12	0.08910577093
13	0.08361959692
14	0.07853465239
15	0.07498773573
16	0.0717256549
17	0.06840162935
18	0.06600188228
19	0.06419636596
20	0.06231870524
21	0.06032518461
22	0.05907152176
23	0.05753711497
24	0.05623387345
25	0.05510212581
26	0.05408067744
27	0.05332286526
28	0.05244466974
29	0.05168921909
30	0.05085117415
31	0.04988684724
32	0.0490356815
33	0.04850851898
34	0.04795078323
35	0.04731427627
36	0.04678903887
37	0.04611551809
38	0.04581458302
39	0.04548270127
40	0.04486032332
41	0.0444386868
42	0.04404292665
43	0.04365417786
44	0.04331930097
45	0.04292006663
46	0.04261682939
47	0.04220407277
48	0.0417708061
49	0.04137535017
50	0.04091452634
51	0.0405925815
52	0.040313944
53	0.03992691763
54	0.03964629949
55	0.03938015248
56	0.03895072438
57	0.03864648435
58	0.03834185765
59	0.03811557831
60	0.03784316875
61	0.03756215688
62	0.03729575523
63	0.0368149117
64	0.03660005436
65	0.0364173945
66	0.036053507
67	0.03590452139
68	0.03558429849
69	0.03515613721
70	0.03498014138
71	0.03475917663
72	0.03455683078
73	0.03444869052
74	0.03405002132
75	0.03385589971
76	0.03357973313
77	0.03340986264
78	0.03315529199
79	0.03282815261
80	0.03261584946
81	0.0324516241
82	0.03225682615
83	0.03203842952
84	0.03185946939
85	0.03169626901
86	0.03138746367
87	0.03117065889
88	0.03096337827
89	0.03077006877
90	0.03038475499
91	0.03021100231
92	0.02995416203
93	0.02971415168
94	0.02936588858
95	0.02905664676
96	0.02886372034
97	0.02876994974
98	0.02855203211
99	0.02829929868
100	0.02813492195
101	0.02793442727
102	0.02765626542
103	0.02747819672
104	0.02729300158
105	0.02714545192
106	0.02684759036
107	0.02672324335
108	0.02658507056
109	0.02633332277
110	0.02622020172
111	0.02601211187
112	0.02586618304
113	0.02570529023
114	0.0255904682
115	0.0254773958
116	0.02530709112
117	0.02507714684
118	0.02487948736
119	0.02470047203
120	0.02450895018
121	0.02437873722
122	0.02422899502
123	0.02405645354
124	0.0238570145
125	0.02367299147
126	0.0233943023
127	0.02322555618
128	0.02311651922
129	0.02301021042
130	0.02286613036
131	0.02275430249
132	0.02266804329
133	0.02253518986
134	0.02234685037
135	0.02212414354
136	0.02196133525
137	0.02189126976
138	0.02176276094
139	0.02164356376
140	0.02149656074
141	0.02132421142
142	0.02121180674
143	0.02112013539
144	0.02108355755
145	0.02082162054
146	0.02069363617
147	0.02058543159
148	0.02045851775
149	0.02032600018
150	0.02020394588
151	0.02009260717
152	0.01989348569
153	0.01977670806
154	0.01964699123
155	0.01951039929
156	0.01940601409
157	0.01922090418
158	0.01908278042
159	0.01895847891
160	0.01882004033
161	0.01875332729
162	0.01868925781
163	0.01856611193
164	0.01841166682
165	0.0183037492
166	0.01825136702
167	0.01818874636
168	0.01811591257
169	0.01794524346
170	0.01789431965
171	0.01780564237
172	0.0177299624
173	0.01755721022
174	0.01747226252
175	0.01737507051
176	0.01721010424
177	0.01711141238
178	0.01700097921
179	0.01688413201
180	0.01682142407
181	0.01671945368
182	0.01661474326
183	0.016535671
184	0.01640697856
185	0.01629396818
186	0.01624054993
187	0.01615334648
188	0.01607945095
189	0.01599001383
190	0.01588957242
191	0.01580471523
192	0.01577465566
193	0.01572264587
194	0.01559499418
195	0.01555363088
196	0.015462055
197	0.015400892
198	0.01535633956
199	0.01526445231
200	0.01515147278
201	0.01510272072
202	0.0149921741
203	0.01484145231
204	0.01475384078
205	0.01468227042
206	0.01464607977
207	0.01458377344
208	0.01450842476
209	0.01444140375
210	0.01438485839
211	0.01431618275
212	0.01420153363
213	0.01413222406
214	0.01408374132
215	0.01397501319
216	0.01390271508
217	0.01384840805
218	0.01376601804
219	0.01369755409
220	0.01362408085
221	0.01357995888
222	0.01352391419
223	0.0134626101
224	0.01339230356
225	0.01336263993
226	0.01331257908
227	0.01316588828
228	0.01310897479
229	0.01306837769
230	0.01299799132
231	0.01293884078
232	0.01286943928
233	0.01282671784
234	0.01278224076
235	0.01268137102
236	0.01260710865
237	0.01254594288
238	0.01245487592
239	0.01239602095
240	0.01233845952
241	0.0122927738
242	0.012214689
243	0.01215083462
244	0.01209276374
245	0.01206275888
246	0.01197030995
247	0.01188586795
248	0.0118485439
249	0.01179778344
