frame,timestamp,hand_index,hand_label,landmark_index,landmark_name,x,y,z,left_hand_present,right_hand_present
0,0.0,0,Right,0,WRIST,0.7547529935836792,0.638411819934845,-1.0994727972502005e-07,False,True
0,0.0,0,Right,1,THUMB_CMC,0.7178593873977661,0.6157280206680298,-0.011027732864022255,False,True
0,0.0,0,Right,2,THUMB_MCP,0.6646867394447327,0.6135819554328918,-0.019075468182563782,False,True
0,0.0,0,Right,3,THUMB_IP,0.6210281848907471,0.6208857297897339,-0.024053195491433144,False,True
0,0.0,0,Right,4,THUMB_TIP,0.5888832807540894,0.6266769766807556,-0.027933133766055107,False,True
0,0.0,0,Right,5,INDEX_FINGER_MCP,0.6830540299415588,0.6264877319335938,-0.03838970512151718,False,True
0,0.0,0,Right,6,INDEX_FINGER_PIP,0.6271489858627319,0.6364124417304993,-0.05517082288861275,False,True
0,0.0,0,Right,7,INDEX_FINGER_DIP,0.63399338722229,0.6337761878967285,-0.059783294796943665,False,True
0,0.0,0,Right,8,INDEX_FINGER_TIP,0.6527017951011658,0.6299737691879272,-0.059052400290966034,False,True
0,0.0,0,Right,9,MIDDLE_FINGER_MCP,0.6962563395500183,0.6461896896362305,-0.036583323031663895,False,True
0,0.0,0,Right,10,MIDDLE_FINGER_PIP,0.6339787840843201,0.6545549631118774,-0.04824543371796608,False,True
0,0.0,0,Right,11,MIDDLE_FINGER_DIP,0.6425172090530396,0.6499395370483398,-0.04643329977989197,False,True
0,0.0,0,Right,12,MIDDLE_FINGER_TIP,0.6634798645973206,0.6460527181625366,-0.044327352195978165,False,True
0,0.0,0,Right,13,RING_FINGER_MCP,0.7074229717254639,0.6633671522140503,-0.03428073227405548,False,True
0,0.0,0,Right,14,RING_FINGER_PIP,0.6498227119445801,0.669983446598053,-0.04069926217198372,False,True
0,0.0,0,Right,15,RING_FINGER_DIP,0.6593122482299805,0.6634609699249268,-0.031092729419469833,False,True
0,0.0,0,Right,16,RING_FINGER_TIP,0.6772186160087585,0.6590111255645752,-0.024700654670596123,False,True
0,0.0,0,Right,17,PINKY_MCP,0.7169524431228638,0.6774718761444092,-0.03238459676504135,False,True
0,0.0,0,Right,18,PINKY_PIP,0.6689699292182922,0.6807125210762024,-0.0347491130232811,False,True
0,0.0,0,Right,19,PINKY_DIP,0.6755984425544739,0.675067126750946,-0.02645040489733219,False,True
0,0.0,0,Right,20,PINKY_TIP,0.6910008192062378,0.671758770942688,-0.02068037912249565,False,True
0,0.0,1,Left,0,WRIST,0.27655497193336487,0.6291046142578125,-2.603611619633739e-07,False,True
0,0.0,1,Left,1,THUMB_CMC,0.2796708643436432,0.6075178980827332,-0.03425874933600426,False,True
0,0.0,1,Left,2,THUMB_MCP,0.3032643496990204,0.5893359780311584,-0.05673334375023842,False,True
0,0.0,1,Left,3,THUMB_IP,0.33868148922920227,0.5819751024246216,-0.06903772056102753,False,True
0,0.0,1,Left,4,THUMB_TIP,0.36758187413215637,0.5830554962158203,-0.07835356146097183,False,True
0,0.0,1,Left,5,INDEX_FINGER_MCP,0.3081151247024536,0.6258518099784851,-0.08477835357189178,False,True
0,0.0,1,Left,6,INDEX_FINGER_PIP,0.3665847182273865,0.6065346598625183,-0.09941334277391434,False,True
0,0.0,1,Left,7,INDEX_FINGER_DIP,0.3820052742958069,0.5938065052032471,-0.09507592022418976,False,True
0,0.0,1,Left,8,INDEX_FINGER_TIP,0.38359931111335754,0.5866252779960632,-0.0897817388176918,False,True
0,0.0,1,Left,9,MIDDLE_FINGER_MCP,0.3304164409637451,0.6414496302604675,-0.07129251956939697,False,True
0,0.0,1,Left,10,MIDDLE_FINGER_PIP,0.39073798060417175,0.6142235398292542,-0.08431200683116913,False,True
0,0.0,1,Left,11,MIDDLE_FINGER_DIP,0.3986974358558655,0.5974836349487305,-0.07680496573448181,False,True
0,0.0,1,Left,12,MIDDLE_FINGER_TIP,0.39256224036216736,0.587897777557373,-0.07213825732469559,False,True
0,0.0,1,Left,13,RING_FINGER_MCP,0.34970688819885254,0.6491041779518127,-0.05632863566279411,False,True
0,0.0,1,Left,14,RING_FINGER_PIP,0.40167269110679626,0.6207572817802429,-0.066193126142025,False,True
0,0.0,1,Left,15,RING_FINGER_DIP,0.40264853835105896,0.6057569980621338,-0.05860961601138115,False,True
0,0.0,1,Left,16,RING_FINGER_TIP,0.3935694694519043,0.5978170037269592,-0.05418623983860016,False,True
0,0.0,1,Left,17,PINKY_MCP,0.3650859594345093,0.6504495143890381,-0.04302622377872467,False,True
0,0.0,1,Left,18,PINKY_PIP,0.39926666021347046,0.6281096339225769,-0.053612373769283295,False,True
0,0.0,1,Left,19,PINKY_DIP,0.3988538980484009,0.6154422163963318,-0.05302447825670242,False,True
0,0.0,1,Left,20,PINKY_TIP,0.3907449245452881,0.6083351969718933,-0.05216755345463753,False,True
1,0.034482758620689655,0,Right,0,WRIST,0.7532591819763184,0.6369794607162476,5.5121109454603356e-08,False,True
1,0.034482758620689655,0,Right,1,THUMB_CMC,0.7183495163917542,0.6167956590652466,-0.009759719483554363,False,True
1,0.034482758620689655,0,Right,2,THUMB_MCP,0.666663408279419,0.6135894060134888,-0.0163728054612875,False,True
1,0.034482758620689655,0,Right,3,THUMB_IP,0.6246564984321594,0.620974063873291,-0.02043728530406952,False,True
1,0.034482758620689655,0,Right,4,THUMB_TIP,0.5919564366340637,0.6266706585884094,-0.024543778970837593,False,True
1,0.034482758620689655,0,Right,5,INDEX_FINGER_MCP,0.6795914769172668,0.6264548897743225,-0.03227479010820389,False,True
