frame,timestamp,hand_index,hand_label,landmark_index,landmark_name,x,y,z,left_hand_present,right_hand_present
0,0.0,0,Left,0,WRIST,0.2174433469772339,0.7076869606971741,-1.424607489752816e-07,True,False
0,0.0,0,Left,1,THUMB_CMC,0.21888676285743713,0.6897071599960327,-0.03540148586034775,True,False
0,0.0,0,Left,2,THUMB_MCP,0.23598186671733856,0.6799336075782776,-0.058667004108428955,True,False
0,0.0,0,Left,3,THUMB_IP,0.25935113430023193,0.6822935938835144,-0.07377580553293228,True,False
0,0.0,0,Left,4,THUMB_TIP,0.2749478816986084,0.688698410987854,-0.08746355026960373,True,False
0,0.0,0,Left,5,INDEX_FINGER_MCP,0.23425883054733276,0.7132570147514343,-0.07073637843132019,True,False
0,0.0,0,Left,6,INDEX_FINGER_PIP,0.2682040333747864,0.7104113698005676,-0.09548195451498032,True,False
0,0.0,0,Left,7,INDEX_FINGER_DIP,0.2924835681915283,0.7029662728309631,-0.10748369991779327,True,False
0,0.0,0,Left,8,INDEX_FINGER_TIP,0.30852797627449036,0.6950309872627258,-0.11380146443843842,True,False
0,0.0,0,Left,9,MIDDLE_FINGER_MCP,0.2510669231414795,0.7251065969467163,-0.06077779829502106,True,False
0,0.0,0,Left,10,MIDDLE_FINGER_PIP,0.2981959879398346,0.71971195936203,-0.08413536846637726,True,False
0,0.0,0,Left,11,MIDDLE_FINGER_DIP,0.31880873441696167,0.7046549320220947,-0.08941411226987839,True,False
0,0.0,0,Left,12,MIDDLE_FINGER_TIP,0.32396814227104187,0.6912400722503662,-0.09125944972038269,True,False
0,0.0,0,Left,13,RING_FINGER_MCP,0.2648305892944336,0.7301875948905945,-0.051303669810295105,True,False
0,0.0,0,Left,14,RING_FINGER_PIP,0.3084615170955658,0.7239675521850586,-0.07253210991621017,True,False
0,0.0,0,Left,15,RING_FINGER_DIP,0.32449236512184143,0.7090707421302795,-0.07633193582296371,True,False
0,0.0,0,Left,16,RING_FINGER_TIP,0.3293934762477875,0.6965332627296448,-0.07620193064212799,True,False
0,0.0,0,Left,17,PINKY_MCP,0.27536913752555847,0.7301644682884216,-0.04353289306163788,True,False
0,0.0,0,Left,18,PINKY_PIP,0.3082256615161896,0.723792552947998,-0.060218777507543564,True,False
0,0.0,0,Left,19,PINKY_DIP,0.32064998149871826,0.7133098244667053,-0.06445248425006866,True,False
0,0.0,0,Left,20,PINKY_TIP,0.32431280612945557,0.703781247138977,-0.06531738489866257,True,False
1,0.034482758620689655,0,Left,0,WRIST,0.21278171241283417,0.6956740021705627,-2.1680608597307582e-07,True,False
1,0.034482758620689655,0,Left,1,THUMB_CMC,0.22140172123908997,0.6792631149291992,-0.039006929844617844,True,False
1,0.034482758620689655,0,Left,2,THUMB_MCP,0.23997198045253754,0.6740440726280212,-0.0624571219086647,True,False
1,0.034482758620689655,0,Left,3,THUMB_IP,0.2610923647880554,0.6813653707504272,-0.07768720388412476,True,False
1,0.034482758620689655,0,Left,4,THUMB_TIP,0.2753642201423645,0.6910195350646973,-0.09060126543045044,True,False
1,0.034482758620689655,0,Left,5,INDEX_FINGER_MCP,0.22499528527259827,0.7087386846542358,-0.06897808611392975,True,False
1,0.034482758620689655,0,Left,6,INDEX_FINGER_PIP,0.26346275210380554,0.7120113968849182,-0.09526791423559189,True,False
