frame,timestamp,hand_index,hand_label,landmark_index,landmark_name,x,y,z,left_hand_present,right_hand_present
0,0.0,0,Right,0,WRIST,0.8530150055885315,0.6821345686912537,3.1973118552741653e-07,False,True
0,0.0,0,Right,1,THUMB_CMC,0.7961050271987915,0.6838559508323669,-0.027163947001099586,False,True
0,0.0,0,Right,2,THUMB_MCP,0.759055495262146,0.6961734890937805,-0.044640712440013885,False,True
0,0.0,0,Right,3,THUMB_IP,0.7355358004570007,0.7160513997077942,-0.05753938481211662,False,True
0,0.0,0,Right,4,THUMB_TIP,0.7126948237419128,0.7297849059104919,-0.06595897674560547,False,True
0,0.0,0,Right,5,INDEX_FINGER_MCP,0.8317852020263672,0.724199652671814,-0.03895004838705063,False,True
0,0.0,0,Right,6,INDEX_FINGER_PIP,0.7822378873825073,0.7499303221702576,-0.05954461917281151,False,True
0,0.0,0,Right,7,INDEX_FINGER_DIP,0.7522600293159485,0.7483943104743958,-0.06847066432237625,False,True
0,0.0,0,Right,8,INDEX_FINGER_TIP,0.7400355339050293,0.7413437962532043,-0.07111100852489471,False,True
0,0.0,0,Right,9,MIDDLE_FINGER_MCP,0.8569679260253906,0.7387101054191589,-0.03104069083929062,False,True
0,0.0,0,Right,10,MIDDLE_FINGER_PIP,0.7909110188484192,0.7643958926200867,-0.050467368215322495,False,True
0,0.0,0,Right,11,MIDDLE_FINGER_DIP,0.7646393179893494,0.756668210029602,-0.05477120727300644,False,True
0,0.0,0,Right,12,MIDDLE_FINGER_TIP,0.7649539113044739,0.7473474144935608,-0.05489030480384827,False,True
0,0.0,0,Right,13,RING_FINGER_MCP,0.8703489303588867,0.7488444447517395,-0.024469997733831406,False,True
0,0.0,0,Right,14,RING_FINGER_PIP,0.8055679202079773,0.7733266949653625,-0.039293065667152405,False,True
0,0.0,0,Right,15,RING_FINGER_DIP,0.7801953554153442,0.7655082941055298,-0.03615628182888031,False,True
0,0.0,0,Right,16,RING_FINGER_TIP,0.781381368637085,0.7552152872085571,-0.031158210709691048,False,True
0,0.0,0,Right,17,PINKY_MCP,0.876854658126831,0.7551469802856445,-0.01983017474412918,False,True
0,0.0,0,Right,18,PINKY_PIP,0.8225674033164978,0.7754687070846558,-0.030442779883742332,False,True
0,0.0,0,Right,19,PINKY_DIP,0.7992740869522095,0.770627498626709,-0.02803911827504635,False,True
0,0.0,0,Right,20,PINKY_TIP,0.7981804609298706,0.762353777885437,-0.02349315769970417,False,True
1,0.03333333333333333,0,Right,0,WRIST,0.8547914624214172,0.6812611818313599,1.9638910941921495e-07,False,True
1,0.03333333333333333,0,Right,1,THUMB_CMC,0.7974047064781189,0.6827716827392578,-0.03138910233974457,False,True
1,0.03333333333333333,0,Right,2,THUMB_MCP,0.7572922110557556,0.69612717628479,-0.05184929817914963,False,True
1,0.03333333333333333,0,Right,3,THUMB_IP,0.7367715835571289,0.7172579169273376,-0.0662350207567215,False,True
1,0.03333333333333333,0,Right,4,THUMB_TIP,0.7163339257240295,0.7329131960868835,-0.07612088322639465,False,True
1,0.03333333333333333,0,Right,5,INDEX_FINGER_MCP,0.8306456208229065,0.7250486016273499,-0.04935804754495621,False,True
1,0.03333333333333333,0,Right,6,INDEX_FINGER_PIP,0.7797313332557678,0.7493868470191956,-0.07210058718919754,False,True
1,0.03333333333333333,0,Right,7,INDEX_FINGER_DIP,0.7511664628982544,0.7471222877502441,-0.08145426213741302,False,True
1,0.03333333333333333,0,Right,8,INDEX_FINGER_TIP,0.739079475402832,0.7414219975471497,-0.08477400243282318,False,True
1,0.03333333333333333,0,Right,9,MIDDLE_FINGER_MCP,0.8591306209564209,0.7397348880767822,-0.04023956507444382,False,True
1,0.03333333333333333,0,Right,10,MIDDLE_FINGER_PIP,0.7904159426689148,0.7665926218032837,-0.062269486486911774,False,True
1,0.03333333333333333,0,Right,11,MIDDLE_FINGER_DIP,0.7673869132995605,0.7576763033866882,-0.06537044793367386,False,True
1,0.03333333333333333,0,Right,12,MIDDLE_FINGER_TIP,0.7697580456733704,0.7473242282867432,-0.06409287452697754,False,True
1,0.03333333333333333,0,Right,13,RING_FINGER_MCP,0.8741063475608826,0.7504228353500366,-0.03233236446976662,False,True
1,0.03333333333333333,0,Right,14,RING_FINGER_PIP,0.8083211183547974,0.7730423212051392,-0.04892171919345856,False,True
1,0.03333333333333333,0,Right,15,RING_FINGER_DIP,0.7873431444168091,0.7651745080947876,-0.046066805720329285,False,True
1,0.03333333333333333,0,Right,16,RING_FINGER_TIP,0.7888161540031433,0.7556033730506897,-0.04119366779923439,False,True
1,0.03333333333333333,0,Right,17,PINKY_MCP,0.8805251121520996,0.7563889026641846,-0.026784276589751244,False,True
1,0.03333333333333333,0,Right,18,PINKY_PIP,0.8271079063415527,0.7731814384460449,-0.038658227771520615,False,True
1,0.03333333333333333,0,Right,19,PINKY_DIP,0.8082380294799805,0.7673985958099365,-0.0375991016626358,False,True
1,0.03333333333333333,0,Right,20,PINKY_TIP,0.8075805306434631,0.7597092390060425,-0.03396974131464958,False,True
2,0.06666666666666667,0,Right,0,WRIST,0.8238862752914429,0.6814032793045044,1.5370429196082114e-07,False,True
2,0.06666666666666667,0,Right,1,THUMB_CMC,0.7606877088546753,0.6825762987136841,-0.02464362233877182,False,True
2,0.06666666666666667,0,Right,2,THUMB_MCP,0.7156639099121094,0.6950066089630127,-0.0428607352077961,False,True
2,0.06666666666666667,0,Right,3,THUMB_IP,0.6949908137321472,0.7150662541389465,-0.05662739276885986,False,True
2,0.06666666666666667,0,Right,4,THUMB_TIP,0.6693221926689148,0.7298576831817627,-0.06695997714996338,False,True
2,0.06666666666666667,0,Right,5,INDEX_FINGER_MCP,0.776332676410675,0.7234756946563721,-0.04355232045054436,False,True
2,0.06666666666666667,0,Right,6,INDEX_FINGER_PIP,0.72657710313797,0.7484418749809265,-0.06686265766620636,False,True
2,0.06666666666666667,0,Right,7,INDEX_FINGER_DIP,0.6995541453361511,0.7471392750740051,-0.07606277614831924,False,True
2,0.06666666666666667,0,Right,8,INDEX_FINGER_TIP,0.6858663558959961,0.7409282326698303,-0.07862812280654907,False,True
2,0.06666666666666667,0,Right,9,MIDDLE_FINGER_MCP,0.8075961470603943,0.7383683919906616,-0.037583354860544205,False,True
2,0.06666666666666667,0,Right,10,MIDDLE_FINGER_PIP,0.738612174987793,0.7666555643081665,-0.0596676804125309,False,True
