frame,timestamp,hand_index,hand_label,landmark_index,landmark_name,x,y,z,left_hand_present,right_hand_present
0,0.0,0,Right,0,WRIST,0.8584713339805603,0.6123570203781128,1.664374238430355e-08,False,True
0,0.0,0,Right,1,THUMB_CMC,0.8142862319946289,0.607395350933075,-0.02304905466735363,False,True
0,0.0,0,Right,2,THUMB_MCP,0.7815096378326416,0.6135026216506958,-0.0408201590180397,False,True
0,0.0,0,Right,3,THUMB_IP,0.7572002410888672,0.6290155053138733,-0.05262356624007225,False,True
0,0.0,0,Right,4,THUMB_TIP,0.7344796061515808,0.6404662132263184,-0.06142723932862282,False,True
0,0.0,0,Right,5,INDEX_FINGER_MCP,0.8167738318443298,0.6307950615882874,-0.05673329159617424,False,True
0,0.0,0,Right,6,INDEX_FINGER_PIP,0.7685723304748535,0.6530881524085999,-0.07465263456106186,False,True
0,0.0,0,Right,7,INDEX_FINGER_DIP,0.7500499486923218,0.6488348245620728,-0.07769571989774704,False,True
0,0.0,0,Right,8,INDEX_FINGER_TIP,0.7476282119750977,0.6415813565254211,-0.076571024954319,False,True
0,0.0,0,Right,9,MIDDLE_FINGER_MCP,0.8386305570602417,0.6457248330116272,-0.04851491376757622,False,True
0,0.0,0,Right,10,MIDDLE_FINGER_PIP,0.7813800573348999,0.6653798222541809,-0.06117836385965347,False,True
0,0.0,0,Right,11,MIDDLE_FINGER_DIP,0.765579879283905,0.6585704684257507,-0.05681585520505905,False,True
0,0.0,0,Right,12,MIDDLE_FINGER_TIP,0.7691648602485657,0.6500856280326843,-0.05346719175577164,False,True
0,0.0,0,Right,13,RING_FINGER_MCP,0.8521038889884949,0.6567771434783936,-0.03989148512482643,False,True
0,0.0,0,Right,14,RING_FINGER_PIP,0.7990224957466125,0.6736662983894348,-0.0470535084605217,False,True
0,0.0,0,Right,15,RING_FINGER_DIP,0.7852405905723572,0.6671467423439026,-0.0413663275539875,False,True
0,0.0,0,Right,16,RING_FINGER_TIP,0.7886176109313965,0.6592905521392822,-0.03809157758951187,False,True
0,0.0,0,Right,17,PINKY_MCP,0.8592352271080017,0.6636242866516113,-0.03273570537567139,False,True
0,0.0,0,Right,18,PINKY_PIP,0.8174582123756409,0.6765131950378418,-0.037553511559963226,False,True
0,0.0,0,Right,19,PINKY_DIP,0.8052405714988708,0.6721333265304565,-0.03532472625374794,False,True
0,0.0,0,Right,20,PINKY_TIP,0.8068876266479492,0.6659522652626038,-0.03351489454507828,False,True
1,0.034482758620689655,0,Right,0,WRIST,0.8519976735115051,0.6078069806098938,2.0925256194459507e-07,False,True
1,0.034482758620689655,0,Right,1,THUMB_CMC,0.8118393421173096,0.6045936942100525,-0.018826456740498543,False,True
