frame,timestamp,hand_index,hand_label,landmark_index,landmark_name,x,y,z,left_hand_present,right_hand_present
0,0.0,0,Left,0,WRIST,0.23589138686656952,0.789657711982727,-2.7045416572946124e-08,True,False
0,0.0,0,Left,1,THUMB_CMC,0.21311883628368378,0.7907133102416992,-0.08272106945514679,True,False
0,0.0,0,Left,2,THUMB_MCP,0.2051536738872528,0.8117337226867676,-0.11732137948274612,True,False
0,0.0,0,Left,3,THUMB_IP,0.22048287093639374,0.8343562483787537,-0.1373376101255417,True,False
0,0.0,0,Left,4,THUMB_TIP,0.23560665547847748,0.8603795170783997,-0.1541079431772232,True,False
0,0.0,0,Left,5,INDEX_FINGER_MCP,0.1822279542684555,0.8495907187461853,-0.0887954831123352,True,False
0,0.0,0,Left,6,INDEX_FINGER_PIP,0.20549334585666656,0.8782713413238525,-0.1301366090774536,True,False
0,0.0,0,Left,7,INDEX_FINGER_DIP,0.23785647749900818,0.8746551275253296,-0.15337182581424713,True,False
0,0.0,0,Left,8,INDEX_FINGER_TIP,0.2635866403579712,0.8619755506515503,-0.16449636220932007,True,False
0,0.0,0,Left,9,MIDDLE_FINGER_MCP,0.21021802723407745,0.8527103662490845,-0.05899946391582489,True,False
0,0.0,0,Left,10,MIDDLE_FINGER_PIP,0.2415599226951599,0.875643789768219,-0.10782048106193542,True,False
0,0.0,0,Left,11,MIDDLE_FINGER_DIP,0.27310577034950256,0.8624999523162842,-0.13450022041797638,True,False
0,0.0,0,Left,12,MIDDLE_FINGER_TIP,0.2864024341106415,0.8451159596443176,-0.14506709575653076,True,False
0,0.0,0,Left,13,RING_FINGER_MCP,0.23791344463825226,0.8538328409194946,-0.03604107350111008,True,False
0,0.0,0,Left,14,RING_FINGER_PIP,0.2663273215293884,0.8713808059692383,-0.08433482050895691,True,False
0,0.0,0,Left,15,RING_FINGER_DIP,0.28991544246673584,0.8566803336143494,-0.10727237910032272,True,False
0,0.0,0,Left,16,RING_FINGER_TIP,0.2959194779396057,0.8399535417556763,-0.11358385533094406,True,False
0,0.0,0,Left,17,PINKY_MCP,0.26112183928489685,0.8546783328056335,-0.018188975751399994,True,False
0,0.0,0,Left,18,PINKY_PIP,0.2798701226711273,0.8649821877479553,-0.06151110678911209,True,False
