frame,timestamp,hand_index,hand_label,landmark_index,x,y,z
0,0.0,1,Left,12,0.39250195026397705,0.5875565409660339,-0.07467261701822281
0,0.0,1,Left,13,0.3500286340713501,0.6492505073547363,-0.05795331299304962
0,0.0,1,Left,14,0.4016318917274475,0.6204249858856201,-0.06826631724834442
0,0.0,1,Left,15,0.402431845664978,0.6052433848381042,-0.06065886840224266
0,0.0,1,Left,16,0.3932749032974243,0.5972088575363159,-0.056100502610206604
0,0.0,1,Left,17,0.3657330572605133,0.6504561305046082,-0.04426482692360878
0,0.0,1,Left,18,0.39932528138160706,0.6278126835823059,-0.055034786462783813
0,0.0,1,Left,19,0.3986468017101288,0.6151259541511536,-0.05439052730798721
0,0.0,1,Left,20,0.39041784405708313,0.6080952882766724,-0.05345846712589264
1,0.03333333333333333,0,Right,0,0.7533777356147766,0.6366591453552246,7.302001137077241e-08
1,0.03333333333333333,0,Right,1,0.71774822473526,0.6169557571411133,-0.009193149395287037
1,0.03333333333333333,0,Right,2,0.6660447120666504,0.6133506298065186,-0.015914885327219963
1,0.03333333333333333,0,Right,3,0.6242914199829102,0.6202208399772644,-0.020119303837418556
1,0.03333333333333333,0,Right,4,0.5921105742454529,0.6259452700614929,-0.02453341893851757
1,0.03333333333333333,0,Right,5,0.6790737509727478,0.6261727809906006,-0.03212139010429382
1,0.03333333333333333,0,Right,6,0.630416989326477,0.6350530385971069,-0.04646281152963638
1,0.03333333333333333,0,Right,7,0.625283420085907,0.6358169317245483,-0.051957450807094574
1,0.03333333333333333,0,Right,8,0.6357170939445496,0.6345089673995972,-0.05228477343916893
1,0.03333333333333333,0,Right,9,0.691278874874115,0.6458454728126526,-0.03090505860745907
1,0.03333333333333333,0,Right,10,0.6367737054824829,0.6542373895645142,-0.0398009791970253
1,0.03333333333333333,0,Right,11,0.6361739635467529,0.6508179306983948,-0.03964833915233612
1,0.03333333333333333,0,Right,12,0.6511377096176147,0.6473150253295898,-0.03912138193845749
1,0.03333333333333333,0,Right,13,0.7041803598403931,0.6624559164047241,-0.028986282646656036
1,0.03333333333333333,0,Right,14,0.6516315340995789,0.6696264743804932,-0.03352254256606102
1,0.03333333333333333,0,Right,15,0.6535745859146118,0.6640239357948303,-0.026362605392932892
1,0.03333333333333333,0,Right,16,0.667763352394104,0.659223198890686,-0.021805377677083015
1,0.03333333333333333,0,Right,17,0.7170403599739075,0.6757586002349854,-0.027347620576620102
1,0.03333333333333333,0,Right,18,0.6749188899993896,0.6801327466964722,-0.029762009158730507
1,0.03333333333333333,0,Right,19,0.6734548211097717,0.6751094460487366,-0.02333751507103443
1,0.03333333333333333,0,Right,20,0.6824207901954651,0.6710734367370605,-0.018343782052397728
1,0.03333333333333333,1,Left,0,0.27157023549079895,0.6290051341056824,-2.966021099837235e-07
1,0.03333333333333333,1,Left,1,0.2796587646007538,0.6084476709365845,-0.031418297439813614
1,0.03333333333333333,1,Left,2,0.30662673711776733,0.5915504693984985,-0.05133191868662834
1,0.03333333333333333,1,Left,3,0.3405560255050659,0.5837647914886475,-0.062118321657180786
1,0.03333333333333333,1,Left,4,0.36878708004951477,0.5813363790512085,-0.06996075063943863
1,0.03333333333333333,1,Left,5,0.31261610984802246,0.6248580813407898,-0.07532624155282974
1,0.03333333333333333,1,Left,6,0.3668175935745239,0.6069541573524475,-0.09176484495401382
1,0.03333333333333333,1,Left,7,0.382010281085968,0.5950350761413574,-0.09012756496667862
1,0.03333333333333333,1,Left,8,0.386501669883728,0.5873172283172607,-0.0861826092004776
1,0.03333333333333333,1,Left,9,0.33099669218063354,0.6412539482116699,-0.06325750797986984
1,0.03333333333333333,1,Left,10,0.3918060064315796,0.616351842880249,-0.0795491486787796
1,0.03333333333333333,1,Left,11,0.4010072350502014,0.5997679233551025,-0.07342696934938431
1,0.03333333333333333,1,Left,12,0.3964144289493561,0.5897899866104126,-0.06758087873458862
1,0.03333333333333333,1,Left,13,0.34679746627807617,0.6498858332633972,-0.050032902508974075
1,0.03333333333333333,1,Left,14,0.39826104044914246,0.6240295171737671,-0.06466501951217651
1,0.03333333333333333,1,Left,15,0.4025087356567383,0.6076624989509583,-0.05800893157720566
1,0.03333333333333333,1,Left,16,0.39661431312561035,0.5983213186264038,-0.0516108013689518
1,0.03333333333333333,1,Left,17,0.35998502373695374,0.6517257690429688,-0.03807120397686958
1,0.03333333333333333,1,Left,18,0.3962820768356323,0.6318466663360596,-0.051545944064855576
1,0.03333333333333333,1,Left,19,0.3990965783596039,0.6177099347114563,-0.05004557967185974
1,0.03333333333333333,1,Left,20,0.3942713737487793,0.6093988418579102,-0.04635518044233322
2,0.06666666666666667,0,Right,0,0.7502033710479736,0.6389880776405334,8.810659579694402e-08
2,0.06666666666666667,0,Right,1,0.7168611288070679,0.6180665493011475,-0.011139074340462685
2,0.06666666666666667,0,Right,2,0.6640627384185791,0.6142314672470093,-0.01749906688928604
2,0.06666666666666667,0,Right,3,0.62091064453125,0.6215235590934753,-0.02075790800154209
2,0.06666666666666667,0,Right,4,0.5878626108169556,0.6269060373306274,-0.02380342222750187
2,0.06666666666666667,0,Right,5,0.678278923034668,0.6265775561332703,-0.0312423724681139
2,0.06666666666666667,0,Right,6,0.6263923645019531,0.6345475912094116,-0.04447294771671295
2,0.06666666666666667,0,Right,7,0.6189494132995605,0.6364356875419617,-0.04853068292140961
2,0.06666666666666667,0,Right,8,0.6285579204559326,0.6357811093330383,-0.04793953895568848
2,0.06666666666666667,0,Right,9,0.6887298226356506,0.6469577550888062,-0.028417540714144707
2,0.06666666666666667,0,Right,10,0.6303872466087341,0.6543176770210266,-0.03691615164279938
2,0.06666666666666667,0,Right,11,0.6337119936943054,0.6504724621772766,-0.036027293652296066
2,0.06666666666666667,0,Right,12,0.6527828574180603,0.6473457217216492,-0.03448515385389328
2,0.06666666666666667,0,Right,13,0.6996049284934998,0.6639377474784851,-0.025068994611501694
2,0.06666666666666667,0,Right,14,0.6450011730194092,0.669758141040802,-0.029505567625164986
2,0.06666666666666667,0,Right,15,0.6516597867012024,0.663923978805542,-0.02148345671594143
2,0.06666666666666667,0,Right,16,0.6694416403770447,0.6598802208900452,-0.016033722087740898
2,0.06666666666666667,0,Right,17,0.7098994255065918,0.6776183843612671,-0.022128015756607056
2,0.06666666666666667,0,Right,18,0.6663046479225159,0.6802663803100586,-0.02445756085216999
2,0.06666666666666667,0,Right,19,0.6699898838996887,0.6751115918159485,-0.01755218394100666
2,0.06666666666666667,0,Right,20,0.6833558082580566,0.6721263527870178,-0.012116204015910625
2,0.06666666666666667,1,Left,0,0.25993308424949646,0.6264153122901917,-3.548328493252484e-07
2,0.06666666666666667,1,Left,1,0.26274874806404114,0.6052514910697937,-0.03404887393116951
2,0.06666666666666667,1,Left,2,0.28475794196128845,0.5886573791503906,-0.05860057473182678
2,0.06666666666666667,1,Left,3,0.31337183713912964,0.5826641917228699,-0.07306535542011261
2,0.06666666666666667,1,Left,4,0.3393571972846985,0.5835757851600647,-0.0852203443646431
2,0.06666666666666667,1,Left,5,0.2842164933681488,0.6228314638137817,-0.09265703707933426
2,0.06666666666666667,1,Left,6,0.3421007990837097,0.6043584942817688,-0.11344850063323975
2,0.06666666666666667,1,Left,7,0.3565051853656769,0.59034663438797,-0.1136869341135025
2,0.06666666666666667,1,Left,8,0.3577635586261749,0.5820580124855042,-0.11089165508747101
2,0.06666666666666667,1,Left,9,0.3051459789276123,0.6398799419403076,-0.08069897443056107
2,0.06666666666666667,1,Left,10,0.36696186661720276,0.6146434545516968,-0.09906303137540817
2,0.06666666666666667,1,Left,11,0.37748220562934875,0.5964430570602417,-0.09406449645757675
2,0.06666666666666667,1,Left,12,0.37340885400772095,0.5857951045036316,-0.09042023122310638
2,0.06666666666666667,1,Left,13,0.32508325576782227,0.6489897966384888,-0.06691919267177582
2,0.06666666666666667,1,Left,14,0.37696367502212524,0.6223623156547546,-0.07978074997663498
2,0.06666666666666667,1,Left,15,0.3818633258342743,0.6056393384933472,-0.07254905253648758
2,0.06666666666666667,1,Left,16,0.3768542408943176,0.5963454842567444,-0.06812195479869843
2,0.06666666666666667,1,Left,17,0.34218087792396545,0.6508181691169739,-0.05474159121513367
2,0.06666666666666667,1,Left,18,0.3768843710422516,0.6303935050964355,-0.06720747798681259
2,0.06666666666666667,1,Left,19,0.3804864287376404,0.6162838339805603,-0.06599710881710052
2,0.06666666666666667,1,Left,20,0.3768012225627899,0.6077079176902771,-0.06386979669332504
3,0.1,0,Right,0,0.7499253153800964,0.6375036239624023,7.633892096237105e-08
3,0.1,0,Right,1,0.7133775949478149,0.6182577013969421,-0.009409123100340366
3,0.1,0,Right,2,0.6612721085548401,0.6160526871681213,-0.01510556135326624
3,0.1,0,Right,3,0.6190714836120605,0.6233101487159729,-0.018208131194114685
3,0.1,0,Right,4,0.5865529179573059,0.6289265751838684,-0.021141385659575462
3,0.1,0,Right,5,0.6756607294082642,0.628830075263977,-0.03023967519402504
3,0.1,0,Right,6,0.6240631937980652,0.6381310224533081,-0.04341437667608261
3,0.1,0,Right,7,0.6224296689033508,0.6373497247695923,-0.04773906618356705
3,0.1,0,Right,8,0.6372077465057373,0.6341623067855835,-0.047063883394002914
3,0.1,0,Right,9,0.687634289264679,0.6484612226486206,-0.028083698824048042
3,0.1,0,Right,10,0.6320924162864685,0.6570504903793335,-0.03501652553677559
3,0.1,0,Right,11,0.6340547204017639,0.6531919240951538,-0.03419597074389458
3,0.1,0,Right,12,0.6512901186943054,0.6492635011672974,-0.033487267792224884
3,0.1,0,Right,13,0.7002719640731812,0.6649453043937683,-0.025356559082865715
3,0.1,0,Right,14,0.6485117077827454,0.6722928285598755,-0.0287945494055748
3,0.1,0,Right,15,0.6532249450683594,0.6661632061004639,-0.021916799247264862
3,0.1,0,Right,16,0.6694163680076599,0.6607766151428223,-0.017806457355618477
3,0.1,0,Right,17,0.7123969793319702,0.678067684173584,-0.022894633933901787
3,0.1,0,Right,18,0.6709315776824951,0.6822934150695801,-0.025122173130512238
3,0.1,0,Right,19,0.6727386116981506,0.6770831346511841,-0.019077299162745476
3,0.1,0,Right,20,0.6844967007637024,0.6728415489196777,-0.014405042864382267
3,0.1,1,Left,0,0.2444162666797638,0.6204748153686523,-3.5944475484939176e-07
3,0.1,1,Left,1,0.246104434132576,0.6016451120376587,-0.03177174925804138
3,0.1,1,Left,2,0.26742616295814514,0.5921609997749329,-0.05171079561114311
3,0.1,1,Left,3,0.29653114080429077,0.5925454497337341,-0.06496764719486237
3,0.1,1,Left,4,0.31950727105140686,0.5981416702270508,-0.07602500915527344
3,0.1,1,Left,5,0.2619856595993042,0.6290212273597717,-0.06552691757678986
3,0.1,1,Left,6,0.31439459323883057,0.6247087121009827,-0.08618021756410599
3,0.1,1,Left,7,0.3317869007587433,0.6128670573234558,-0.09277021884918213
3,0.1,1,Left,8,0.3351610004901886,0.6038458943367004,-0.09505269676446915
3,0.1,1,Left,9,0.2778218686580658,0.6440631747245789,-0.05628647282719612
3,0.1,1,Left,10,0.335152804851532,0.6344003081321716,-0.07458263635635376
3,0.1,1,Left,11,0.3506757616996765,0.6182222962379456,-0.0771050751209259
3,0.1,1,Left,12,0.3492632210254669,0.6063522100448608,-0.07884606719017029
3,0.1,1,Left,13,0.29182854294776917,0.6522575616836548,-0.047502513974905014
3,0.1,1,Left,14,0.34589993953704834,0.6441765427589417,-0.06429246068000793
3,0.1,1,Left,15,0.3580113649368286,0.6278290748596191,-0.06569443643093109
3,0.1,1,Left,16,0.35596227645874023,0.6156423091888428,-0.06589541584253311
3,0.1,1,Left,17,0.30484747886657715,0.6548382043838501,-0.04016841948032379
3,0.1,1,Left,18,0.34668323397636414,0.648565411567688,-0.05492578446865082
3,0.1,1,Left,19,0.35745835304260254,0.6356106996536255,-0.05791005492210388
3,0.1,1,Left,20,0.35550740361213684,0.6251499652862549,-0.05881734937429428
4,0.13333333333333333,0,Right,0,0.752356231212616,0.6406627893447876,6.67517383590166e-08
4,0.13333333333333333,0,Right,1,0.7159203290939331,0.6211057305335999,-0.010267599485814571
4,0.13333333333333333,0,Right,2,0.6645877957344055,0.6185464262962341,-0.016075246036052704
4,0.13333333333333333,0,Right,3,0.6234714388847351,0.6253977417945862,-0.019648121669888496
4,0.13333333333333333,0,Right,4,0.5912872552871704,0.6300814151763916,-0.023387722671031952
4,0.13333333333333333,0,Right,5,0.6768202185630798,0.6312858462333679,-0.02742326259613037
4,0.13333333333333333,0,Right,6,0.6310423016548157,0.6396302580833435,-0.040934812277555466
4,0.13333333333333333,0,Right,7,0.6268500685691833,0.6408066153526306,-0.046499308198690414
4,0.13333333333333333,0,Right,8,0.636680543422699,0.6392284035682678,-0.04733625054359436
4,0.13333333333333333,0,Right,9,0.6891862154006958,0.6501652598381042,-0.02573459781706333
4,0.13333333333333333,0,Right,10,0.6398531198501587,0.6585803031921387,-0.034448347985744476
4,0.13333333333333333,0,Right,11,0.6402121186256409,0.6561394929885864,-0.035568177700042725
4,0.13333333333333333,0,Right,12,0.6533669233322144,0.6528671979904175,-0.03604409471154213
4,0.13333333333333333,0,Right,13,0.7030189633369446,0.6664273738861084,-0.023857541382312775
4,0.13333333333333333,0,Right,14,0.6558512449264526,0.6740715503692627,-0.029550425708293915
4,0.13333333333333333,0,Right,15,0.6600536108016968,0.6690608859062195,-0.023896053433418274
4,0.13333333333333333,0,Right,16,0.6741976737976074,0.6639618873596191,-0.020078476518392563
4,0.13333333333333333,0,Right,17,0.7169745564460754,0.6793317794799805,-0.022367313504219055
4,0.13333333333333333,0,Right,18,0.6781381368637085,0.6843145489692688,-0.02590915374457836
4,0.13333333333333333,0,Right,19,0.6793316602706909,0.6798897981643677,-0.020498275756835938
4,0.13333333333333333,0,Right,20,0.6900327205657959,0.6756343245506287,-0.016090501099824905
4,0.13333333333333333,1,Left,0,0.24721908569335938,0.6100621223449707,-3.1186374371827696e-07
4,0.13333333333333333,1,Left,1,0.260672926902771,0.5950506329536438,-0.04306856542825699
4,0.13333333333333333,1,Left,2,0.27987951040267944,0.592397153377533,-0.06825529783964157
4,0.13333333333333333,1,Left,3,0.30041685700416565,0.6017069220542908,-0.08504465222358704
4,0.13333333333333333,1,Left,4,0.3136882483959198,0.6134280562400818,-0.09875410795211792
4,0.13333333333333333,1,Left,5,0.2586587071418762,0.6315210461616516,-0.07094366103410721
4,0.13333333333333333,1,Left,6,0.3127387762069702,0.6409945487976074,-0.09651656448841095
4,0.13333333333333333,1,Left,7,0.33269649744033813,0.6288872957229614,-0.10574417561292648
4,0.13333333333333333,1,Left,8,0.33416417241096497,0.6174221038818359,-0.10906194150447845
4,0.13333333333333333,1,Left,9,0.2689972221851349,0.6457090973854065,-0.056625764816999435
4,0.13333333333333333,1,Left,10,0.3276771605014801,0.647217869758606,-0.07991234958171844
4,0.13333333333333333,1,Left,11,0.34464725852012634,0.6308289766311646,-0.0838630348443985
4,0.13333333333333333,1,Left,12,0.34236714243888855,0.618777871131897,-0.08515983074903488
4,0.13333333333333333,1,Left,13,0.2816433906555176,0.652913510799408,-0.044414568692445755
4,0.13333333333333333,1,Left,14,0.3366984724998474,0.6538392305374146,-0.06815093010663986
4,0.13333333333333333,1,Left,15,0.3525886535644531,0.6363422274589539,-0.07154077291488647
4,0.13333333333333333,1,Left,16,0.35094648599624634,0.6234844326972961,-0.07130447030067444
4,0.13333333333333333,1,Left,17,0.2949225604534149,0.6557973027229309,-0.03430197387933731
4,0.13333333333333333,1,Left,18,0.33858180046081543,0.6553466320037842,-0.05622544139623642
4,0.13333333333333333,1,Left,19,0.34977641701698303,0.6413325667381287,-0.061559926718473434
4,0.13333333333333333,1,Left,20,0.3452199101448059,0.6300939917564392,-0.06237544119358063
5,0.16666666666666666,0,Right,0,0.7580816149711609,0.6423214077949524,1.349332592326391e-07
5,0.16666666666666666,0,Right,1,0.7243779301643372,0.6234941482543945,-0.014061616733670235
5,0.16666666666666666,0,Right,2,0.6730014085769653,0.6206791996955872,-0.02003568224608898
5,0.16666666666666666,0,Right,3,0.6322134137153625,0.6272009015083313,-0.02330693230032921
5,0.16666666666666666,0,Right,4,0.6000954508781433,0.6325764656066895,-0.02712918445467949
5,0.16666666666666666,0,Right,5,0.6858954429626465,0.6334265470504761,-0.029610147699713707
5,0.16666666666666666,0,Right,6,0.6466618776321411,0.6404258608818054,-0.044094447046518326
5,0.16666666666666666,0,Right,7,0.634990394115448,0.6433181762695312,-0.050896041095256805
5,0.16666666666666666,0,Right,8,0.6349042654037476,0.6436143517494202,-0.05316789075732231
5,0.16666666666666666,0,Right,9,0.6976714730262756,0.6516579985618591,-0.027280690148472786
5,0.16666666666666666,0,Right,10,0.6537711024284363,0.659903883934021,-0.03822588920593262
5,0.16666666666666666,0,Right,11,0.6458110809326172,0.6589680910110474,-0.04091776907444
5,0.16666666666666666,0,Right,12,0.6504577398300171,0.6561483144760132,-0.04255157709121704
5,0.16666666666666666,0,Right,13,0.7115762829780579,0.6673632860183716,-0.02542821131646633
5,0.16666666666666666,0,Right,14,0.6685153245925903,0.675336480140686,-0.034434787929058075
5,0.16666666666666666,0,Right,15,0.6661694049835205,0.6711075901985168,-0.031581658869981766
5,0.16666666666666666,0,Right,16,0.6749963760375977,0.6653971076011658,-0.029053092002868652
5,0.16666666666666666,0,Right,17,0.7261074185371399,0.6799972653388977,-0.024318477138876915
5,0.16666666666666666,0,Right,18,0.6895825266838074,0.6857434511184692,-0.031162520870566368
5,0.16666666666666666,0,Right,19,0.685425341129303,0.6818212270736694,-0.028519371524453163
5,0.16666666666666666,0,Right,20,0.6917229890823364,0.67707359790802,-0.025815434753894806
5,0.16666666666666666,1,Left,0,0.23260194063186646,0.6034859418869019,-3.265742805069749e-07
5,0.16666666666666666,1,Left,1,0.2550567090511322,0.5897080302238464,-0.044256534427404404
5,0.16666666666666666,1,Left,2,0.2806101143360138,0.5876950025558472,-0.06900382041931152
5,0.16666666666666666,1,Left,3,0.30921506881713867,0.5975131988525391,-0.08415275067090988
5,0.16666666666666666,1,Left,4,0.32940536737442017,0.6099933385848999,-0.09634599834680557
5,0.16666666666666666,1,Left,5,0.2665892541408539,0.6308877468109131,-0.06967899203300476
5,0.16666666666666666,1,Left,6,0.3276357054710388,0.6351205706596375,-0.09213162958621979
5,0.16666666666666666,1,Left,7,0.34821248054504395,0.6215867400169373,-0.09945700317621231
5,0.16666666666666666,1,Left,8,0.34703347086906433,0.6103389263153076,-0.1017964705824852
5,0.16666666666666666,1,Left,9,0.27224892377853394,0.6460813879966736,-0.05254318192601204
5,0.16666666666666666,1,Left,10,0.33950743079185486,0.6454336643218994,-0.0736653134226799
5,0.16666666666666666,1,Left,11,0.3581041395664215,0.6266124248504639,-0.07415583729743958
5,0.16666666666666666,1,Left,12,0.3517778813838959,0.6146581172943115,-0.07257916033267975
5,0.16666666666666666,1,Left,13,0.2830936312675476,0.652792751789093,-0.037208735942840576
5,0.16666666666666666,1,Left,14,0.34598609805107117,0.6508944034576416,-0.05849636346101761
5,0.16666666666666666,1,Left,15,0.3610607385635376,0.632405698299408,-0.05821620300412178
5,0.16666666666666666,1,Left,16,0.35298219323158264,0.6207411885261536,-0.05540476739406586
5,0.16666666666666666,1,Left,17,0.2948310673236847,0.6545519828796387,-0.024274246767163277
5,0.16666666666666666,1,Left,18,0.34257772564888,0.6495169997215271,-0.045345790684223175
5,0.16666666666666666,1,Left,19,0.3550925552845001,0.6355310678482056,-0.050084225833415985
5,0.16666666666666666,1,Left,20,0.3483676612377167,0.6264756917953491,-0.049609892070293427
6,0.2,0,Right,0,0.7566185593605042,0.6423112154006958,1.638176883034248e-07
6,0.2,0,Right,1,0.7241876721382141,0.6233214139938354,-0.012799572199583054
6,0.2,0,Right,2,0.6721659302711487,0.6209889054298401,-0.01800701580941677
6,0.2,0,Right,3,0.6308813691139221,0.6283412575721741,-0.020216533914208412
6,0.2,0,Right,4,0.5991765856742859,0.6335014700889587,-0.022908471524715424
6,0.2,0,Right,5,0.686526358127594,0.6325517892837524,-0.029359780251979828
6,0.2,0,Right,6,0.6469096541404724,0.6389620304107666,-0.04140956699848175
6,0.2,0,Right,7,0.6335243582725525,0.6423653960227966,-0.04609088972210884
6,0.2,0,Right,8,0.6315193176269531,0.6430705189704895,-0.04710540547966957
6,0.2,0,Right,9,0.6968769431114197,0.651503324508667,-0.026467695832252502
6,0.2,0,Right,10,0.6536683440208435,0.6600670218467712,-0.033360667526721954
6,0.2,0,Right,11,0.6438565850257874,0.6593966484069824,-0.03303099423646927
6,0.2,0,Right,12,0.6454094648361206,0.6566506624221802,-0.033288732171058655
6,0.2,0,Right,13,0.7102034091949463,0.6676329970359802,-0.023785218596458435
6,0.2,0,Right,14,0.6668984293937683,0.6753753423690796,-0.029166940599679947
6,0.2,0,Right,15,0.6641749739646912,0.671683132648468,-0.02407745085656643
6,0.2,0,Right,16,0.6708290576934814,0.6669204235076904,-0.02099849097430706
6,0.2,0,Right,17,0.7246330380439758,0.680037796497345,-0.021724959835410118
6,0.2,0,Right,18,0.690540075302124,0.6853605508804321,-0.025454998016357422
6,0.2,0,Right,19,0.6868557333946228,0.6819559931755066,-0.020915521308779716
6,0.2,0,Right,20,0.6917367577552795,0.6781862378120422,-0.017433084547519684
6,0.2,1,Left,0,0.22842513024806976,0.6031997799873352,-3.294616135463002e-07
6,0.2,1,Left,1,0.2537907063961029,0.5875057578086853,-0.045369796454906464
6,0.2,1,Left,2,0.2795463800430298,0.5858970284461975,-0.07066148519515991
6,0.2,1,Left,3,0.3060513138771057,0.5968181490898132,-0.08654871582984924
6,0.2,1,Left,4,0.3272043466567993,0.6079475283622742,-0.09908272325992584
6,0.2,1,Left,5,0.2673446238040924,0.6294195055961609,-0.07169962674379349
6,0.2,1,Left,6,0.32859179377555847,0.6344357132911682,-0.09478971362113953
6,0.2,1,Left,7,0.3472709655761719,0.6216957569122314,-0.1023399755358696
6,0.2,1,Left,8,0.34521883726119995,0.6107589602470398,-0.10474254190921783
6,0.2,1,Left,9,0.27116286754608154,0.6442915201187134,-0.05465107783675194
6,0.2,1,Left,10,0.33959949016571045,0.643255352973938,-0.07674113661050797
6,0.2,1,Left,11,0.3550933003425598,0.6256009340286255,-0.07765635848045349
6,0.2,1,Left,12,0.34681928157806396,0.6149394512176514,-0.07651829719543457
6,0.2,1,Left,13,0.2791043817996979,0.6515195965766907,-0.03958795219659805
6,0.2,1,Left,14,0.3437039852142334,0.6506202816963196,-0.06262309104204178
6,0.2,1,Left,15,0.35528144240379333,0.6328433156013489,-0.06277614831924438
6,0.2,1,Left,16,0.3450421988964081,0.6221286654472351,-0.05982718989253044
6,0.2,1,Left,17,0.28918206691741943,0.6539110541343689,-0.026912977918982506
6,0.2,1,Left,18,0.33925527334213257,0.6525373458862305,-0.04832768812775612
6,0.2,1,Left,19,0.3489990234375,0.6396204233169556,-0.05265475809574127
6,0.2,1,Left,20,0.34005406498908997,0.6312363147735596,-0.05205753818154335
7,0.23333333333333334,0,Right,0,0.7627984881401062,0.6418967843055725,1.3847159152646782e-07
7,0.23333333333333334,0,Right,1,0.7310481667518616,0.6244325041770935,-0.014745628461241722
7,0.23333333333333334,0,Right,2,0.6817477941513062,0.6227827072143555,-0.020054157823324203
7,0.23333333333333334,0,Right,3,0.6427932977676392,0.6296079158782959,-0.02266334742307663
7,0.23333333333333334,0,Right,4,0.6114754676818848,0.6349329948425293,-0.02606263943016529
7,0.23333333333333334,0,Right,5,0.6969322562217712,0.6349152326583862,-0.027139630168676376
7,0.23333333333333334,0,Right,6,0.6657801866531372,0.640978991985321,-0.039229217916727066
7,0.23333333333333334,0,Right,7,0.6523040533065796,0.6441046595573425,-0.04535624384880066
7,0.23333333333333334,0,Right,8,0.6450743079185486,0.6455332636833191,-0.048535529524087906
7,0.23333333333333334,0,Right,9,0.7077701091766357,0.652388870716095,-0.02487616427242756
7,0.23333333333333334,0,Right,10,0.6713733673095703,0.6606079339981079,-0.0343436524271965
7,0.23333333333333334,0,Right,11,0.6611437797546387,0.6607525944709778,-0.03738277778029442
7,0.23333333333333334,0,Right,12,0.6599879264831543,0.6588007211685181,-0.04007813706994057
7,0.23333333333333334,0,Right,13,0.7217659950256348,0.6677021384239197,-0.023327762261033058
7,0.23333333333333334,0,Right,14,0.6861771941184998,0.6768456697463989,-0.03249295800924301
7,0.23333333333333334,0,Right,15,0.6809303164482117,0.6744100451469421,-0.031419772654771805
7,0.23333333333333334,0,Right,16,0.6840099692344666,0.6694470047950745,-0.0305150356143713
7,0.23333333333333334,0,Right,17,0.7371129989624023,0.6801453828811646,-0.0225979071110487
7,0.23333333333333334,0,Right,18,0.7055776715278625,0.6872125864028931,-0.030104301869869232
7,0.23333333333333334,0,Right,19,0.7002084851264954,0.6844803094863892,-0.028836719691753387
7,0.23333333333333334,0,Right,20,0.7034449577331543,0.6797456741333008,-0.027535025030374527
7,0.23333333333333334,1,Left,0,0.21877261996269226,0.5931043028831482,-4.344164210579038e-07
7,0.23333333333333334,1,Left,1,0.24410657584667206,0.5777313709259033,-0.032602448016405106
